,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
1885,"England, United Kingdom",23/5/2020 9:07,Great ideas things help #mentalhealth #covid19 @MQmentalhealth If you’re finding drugs alcohol becoming frequently needed due #depression #anxiety please get touch us help take first step 01273 696970 https://t.co/Gcz0RV56lA,0.7506,3,positive
1886,"New Jersey, USA",23/5/2020 9:04,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1887,Bedfordshire,23/5/2020 9:02,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1888,East Sussex,23/5/2020 9:00,Great ideas things help #mentalhealth #covid19 @MQmentalhealth If you’re finding drugs alcohol becoming frequently needed due #depression #anxiety please get touch us help take first step 01273 696970 https://t.co/Gcz0RV56lA,0.7506,3,positive
1889,Mathura,23/5/2020 8:57,"https://t.co/l75Ayq6DwI Learn deal stress times pandemic listening renowned psychologist. We bring webinar on, ""Stress Talk During Pandemic"" 25th May 11 AM. Join us Google Meet. #Sanskriti #Stress #Pandemic #COVID19 #Coronavirus https://t.co/14M56I5BhZ",-0.7351,1,negative
1890,London,23/5/2020 8:50,"So often response ‘how you?’is limited 2 simple words – ‘I fine’. Are really fine? Call friend, speak someone cares . #blossomtreelove #mentalhealthweek #covid19 #socialisolation #shielding #sicklecellwarriors #sicklecell #anxiety #depression https://t.co/IDIOSLBTdr",0.3852,3,positive
1891,,23/5/2020 8:40,Mental health wellbeing tips Covid19 STRESS AND ANXIETY - COPING TIPS DEEP BREATHING #Mentalillness #Covid19 #anxiety #mentalhealth #stressrelief #stressissues #corona #staysafe #anger #frustration #depression #lockdown #deepbreathingtechniques #breathetheright #deepbreath https://t.co/Djlyd720oL,-0.9529,1,negative
1892,"Solihull, UK",23/5/2020 8:30,Have #stress &amp; #anxiety? Need #hope #cope? Try #goodnews God lift spirit #Saturday - Paul tells #story #Jerusalem (pic) #Read @ https://t.co/HpxekeBd1U #coronavirus #MentalHealthAwareness #mentalhealth #LockdownLevel4 #Lockdownextention #pray https://t.co/7zxKEzOxPJ,0.594,3,positive
1893,MUMBAI,23/5/2020 8:19,Covidepression #COVID #depression #howto #BeatTheVirus #health #PositiveVibes #remedies #MentalHealthAwarenessWeek ⁦@WHO⁩ ⁦@MoHFW_INDIA⁩ ⁦@CMOMaharashtra⁩ ⁦@mybmc⁩ ⁦@AUThackeray⁩ ⁦@PMOIndia⁩ ⁦⁦@TOIMumbai⁩ https://t.co/hbdGAleMTs,-0.5719,1,negative
1894,"Vienna, Dublin, & Cyberspace",23/5/2020 8:05,The shape things come: Hertz Files Bankruptcy After Rental-Car Demand Vanishes - #coronavirus #COVIDー19 #pandession #depression https://t.co/ptYHRfa839,-0.6369,1,negative
1895,"Yorkshire, UK",23/5/2020 8:05,Looking #lockdown doesn’t mean physical health. #debbiewaller #depression #anxiety https://t.co/KVvs81dAtO,-0.6597,1,negative
1896,"Boynton Beach, Florida",23/5/2020 7:59,I’m sure it’s challenges #COVID19 turned leaders micromanagers? Intervention time? https://t.co/NL9ydVlWkR #leadership #stress,-0.1431,1,negative
1897,Nepal,23/5/2020 7:58,Tips reducing #stress #pandemic fitness experts. @sarvayogastudio @BeCureFit https://t.co/yaDbWYGez7,-0.1779,1,negative
1898,,23/5/2020 7:55,Tips reducing #stress #pandemic fitness experts. @sarvayogastudio @BeCureFit https://t.co/yaDbWYGez7,-0.1779,1,negative
1899,India,23/5/2020 7:50,"https://t.co/V3GaCQNrOF Please like, share &amp;subscribe YouTube channel videos #covi̇d19 #coronaviruspandemic #coronavirusoutbreak⚠️ #stayhomestaysafe #covid19india #mentalhealthawareness #mentalhealthmatters #anxiety #stress #panic #jobless #elderly #children https://t.co/ZeQgpQ3uVC",-0.2023,1,negative
1900,New Delhi,23/5/2020 7:48,An important lesson everyone living alone away loved ones.. #Lockdown #Corona #Covid_19 #Covid_19india #India #Stress #stressmanagement #stressrelief #stressfree #calm #happy #peace #creator #emotionalintelligence https://t.co/zUWM8tTwOg,0.886,3,positive
1901,"Rome, Italy",23/5/2020 7:46,What #mentalhealth #COVID19 pandemic Italy? #anxiety #depression https://t.co/Ah5gQfi3oI,-0.6597,1,negative
1902,England,23/5/2020 7:45,"#Sleep crucial good health, absolutely essential get enough #GoodSleep protect immune system #coronavirus. How sleep better: reduce #stress get all-important Zzzs... @RealHomes https://t.co/amR56kJvnz",0.7783,3,positive
1903,,23/5/2020 7:28,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1904,,23/5/2020 7:27,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1905,Cork,23/5/2020 7:27,"As #MentalHealth Awareness Week draws close, Brightwater's @Mairead_BW looks recognise &amp; reduce signs mental #stress &amp; colleagues #workingfromhome Read Tips here: https://t.co/UIPHz5hejl #mentalhealthawareness #covid19 #staysafe https://t.co/OHCOX3EzO4",-0.4215,1,negative
1906,,23/5/2020 7:12,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1907,,23/5/2020 7:12,Tips reducing #stress #pandemic fitness experts. @sarvayogastudio @BeCureFit https://t.co/yaDbWYGez7,-0.1779,1,negative
1908,Belgium,23/5/2020 7:10,Stress Raynaud's trigger RT Scleroderma Info @SclerodermaO Check Prepare Stress program! Retrain brain reduce stress anxiety improve health! https://t.co/OVz5ZDVoHd #stress #health #covid19 #mentalhealth #disease #anxiety #raynauds,-0.8829,1,negative
1909,"New Delhi, Delhi",23/5/2020 6:50,Tips reducing #stress #pandemic fitness experts. @sarvayogastudio @BeCureFit https://t.co/yaDbWYGez7,-0.1779,1,negative
1910,Bangalore,23/5/2020 6:46,Mental health wellbeing tips Covid19 STRESS AND ANXIETY - COPING TIPS DEEP BREATHING #Mentalillness #Covid19 #anxiety #mentalhealth #stressrelief #stressissues #corona #staysafe #anger #frustration #depression #lockdown #deepbreathingtechniques #breathetheright #deepbreath https://t.co/Djlyd720oL,-0.9529,1,negative
1911,"Melbourne, Australia",23/5/2020 6:24,How kindness help #COVID induced #stress https://t.co/YP9Z2I2iJg https://t.co/QB4zfvZLZw,0.4404,3,positive
1912,Amsterdam,23/5/2020 6:18,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1913,"Miami, FL",23/5/2020 6:03,"Dr. Christina Pozo-Kaderman, @SylvesterCancer, shared practical #advice cope #stress #anxiety inspirED interview week. Listen full interview wisdom: https://t.co/YnO4KSnOur #COVID19 https://t.co/pUY6fxipfi",0.6705,3,positive
1914,A zoo near you,23/5/2020 5:54,Widespread depression Covid: My thoughts The Atlantic #Covid_19 #Depression #PTSD https://t.co/loEElUzd1W,-0.8126,1,negative
1915,,23/5/2020 5:47,#Coronavirus: Leading economist warns 10 years depression debt 🦠 #roubini #globaleconomy #Depression https://t.co/hHAiya7zde https://t.co/PJEwHXtVfA,-0.8834,1,negative
1916,The Video Saloon,23/5/2020 5:42,audios hands absolute worst work week entire life #RTW #shitshow #COVID #UAW #automanufacturing #diecasting #soCiALdiSTaNciNg #stress #goodbye,-0.7845,1,negative
1917,"Ile-de-France, France",23/5/2020 5:31,"US #StockMarket recovered thanks aggressive fiscal policies, loose monetary policies &amp; lack opportunity. I predict worsening structural issues unpreparedness climate crisis. https://t.co/YmgJEUIncA #ClimateChange #economy #depression #inequality #coronavirus",-0.8834,1,negative
1918,Worldwide,23/5/2020 5:30,Preparing Your First Break Sheltering Place https://t.co/0pl9TaUuRN #TimeManagement #Productivity #Covid-19 #Stress #Movies #QualityOfLife #WorkLifeBalance #Organization,-0.4215,1,negative
1919,"Edmonton, Alberta",23/5/2020 5:21,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1920,,23/5/2020 5:16,It's normal feel stress related COVID-19 pressures may present. Many us also letting go coping strategies previously helped us. You alone: https://t.co/eNzhVy8EUB #Stress #MentalHealth #Wellness https://t.co/XoqcaNiJLF,-0.7184,1,negative
1921,"Cape Town, South Africa",23/5/2020 5:12,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1922,"Vancouver, Canada",23/5/2020 5:05,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,1,negative
1923,Ladakh,23/5/2020 4:46,"Amid lockdown due #COVID19, mental health related issues #stress #anxiety become part life. Once restrictions over, fly #Ladakh, known #serenity #NaturalBeauty, beat blues. PC: @stanzinkhakyab #phugtal #zanskar #monastery https://t.co/GeypPwipFA",-0.5423,1,negative
1924,USA,23/5/2020 4:41,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1925,Taiwan,23/5/2020 4:29,An even #divided #humanity exactly pro #shutdown mob wants. Choose #US #China else. No #travel. The primer #WWIII upgraded. BBC News - #Coronavirus: Leading economist warns 10 years #depression #debt https://t.co/ego7wHRc8j,-0.8316,1,negative
1926,,23/5/2020 4:20,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1927,"Ottawa, Ontario",23/5/2020 3:53,It's normal feel stress related COVID-19 pressures may present. Many us also letting go coping strategies previously helped us. You alone: https://t.co/eNzhVy8EUB #Stress #MentalHealth #Wellness https://t.co/XoqcaNiJLF,-0.7184,1,negative
1928,MUMBAI,23/5/2020 3:40,"Amid lockdown due #COVID19, mental health related issues #stress #anxiety become part life. Once restrictions over, fly #Ladakh, known #serenity #NaturalBeauty, beat blues. PC: @stanzinkhakyab #phugtal #zanskar #monastery https://t.co/GeypPwipFA",-0.5423,1,negative
1929,Huntington Beach CA,23/5/2020 3:35,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1930,"West Covina, CA",23/5/2020 3:32,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,1,negative
1931,"Ottawa, ON",23/5/2020 3:23,"May #MentalHealthMonth. #Stress real threat #mentalhealth #COVID19 #pandemic. Here top 5 mental health benefits #pet, partners #petcare @HABRITweets. https://t.co/bOeDQkZKnd",-0.4215,1,negative
1932,United States,23/5/2020 3:08,How Does #Technology Help Improve #MentalHealth &amp; #MentalIllness? https://t.co/TQ4RGxU5rb #MentalHealth #Covid19 #Health #Healthcare @UnfoldLabs @AlaricAloor @DrJDrooghaag @archonsec @TerenceLeungSF @ahmedjr_16 @TheRudinGroup @HaroldSinnott @diioannid @JGrobicki https://t.co/sHgQOEQtnM,0.6808,3,positive
1933,Australia,23/5/2020 3:07,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1934,Ottawa,23/5/2020 3:00,It's normal feel stress related COVID-19 pressures may present. Many us also letting go coping strategies previously helped us. You alone: https://t.co/eNzhVy8EUB #Stress #MentalHealth #Wellness https://t.co/XoqcaNiJLF,-0.7184,1,negative
1935,"Northbrook, IL",23/5/2020 2:50,"From @usnews, experts predict #COVID19 survivors emotionally scarred time spent #ICU, increased risk psychological problems, #anxiety, #depression #PTSD. https://t.co/Sy1SoiRr6M https://t.co/Dn3XRoOIys",-0.7964,1,negative
1936,,23/5/2020 2:47,"What #depression mean #COVID19? Really interesting read. ""...as pandemic made clear, DSM-5 medical model whole don’t...account nuanced ways people might look feel depressed, even don’t need medical intervention."" https://t.co/dDXcHl9jcO",-0.3415,1,negative
1937,,23/5/2020 2:47,Julie - retailers well haphazard stand good way!#covid19 #stress https://t.co/zTsCrK6ere,0.3595,3,positive
1938,"Amsterdam,  Netherlands",23/5/2020 2:43,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1939,England,23/5/2020 2:41,What YOU recognise YOU? . #Depression #lonliness #sad #Anxiety #SelfHelp #Stress #Life #motivation #help #love #mentalhealth #bereavement #nhs #coronavirus #Covid19UK #lockdown #Counselling #free #Survivor #fighter #isitok #insomnia #abuse #Saturday #peace #SaturdayThoughts https://t.co/VR5SPoCQlt,0.5719,3,positive
1940,Brisbane,23/5/2020 2:40,"An international consortium researchers exploring #COVID19’s psychological effects 18 countries, compassion help reduce pandemic-related stress. Be part study: https://t.co/fPbAdgmHRa #Covid19 #COVID19Aus @UQHealth @UQPsych #stress #compassion https://t.co/GRJcp7vXQu",0.4767,3,positive
1941,Leaven Illinois ASAP,23/5/2020 2:33,I HATE THIS #NewNormal! I want #Liberty #Freedom #Family #Religion &amp; #Business Back! #coronavirus #BULLSHIT Fabricated #LIE 2 STEAL R LIVES! #WakeUpAmerica I WILL NOT BE A #SHEEPLE &amp; U #braindead #Lunatics NOT KEEP ME #PRISONER I would rather Die! #Depression,-0.9322,1,negative
1942,National Capital Region,23/5/2020 2:21,1 preventable death #depression equally important 1 preventable death #COVID-19. #MentalHealthMatters https://t.co/Kyf0vbNjRh,-0.8934,1,negative
1943,National Capital Region,23/5/2020 2:19,@raffytima 1 preventable death #depression equally important 1 preventable death #COVID-19. #MentalHealthMatters,-0.8934,1,negative
1944,"Hyderabad, India",23/5/2020 2:09,Stress caused Covid-19 makes us doubly vulnerable: What average person #stress #Covid19 #coronavirusdisease #coronaviruscrisis #coronavirus #disease #covid19crisis https://t.co/4ezifEOJ9G,-0.7579,1,negative
1945,"Brisbane, Australia",23/5/2020 2:08,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1946,Panic Room 🇵🇦,23/5/2020 2:05,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1947,U.S.,23/5/2020 2:02,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1948,"Calgary, AB Canada",23/5/2020 1:59,Julie - retailers well haphazard stand good way!#covid19 #stress https://t.co/zTsCrK6ere,0.3595,3,positive
1949,"Guayaquil,·Ecuador",23/5/2020 1:58,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,3,positive
1950,"Las Vegas, NV - USA",23/5/2020 1:56,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1951,United States of America,23/5/2020 1:52,"Learn How Self-Therapy Journey Works Assertiveness Capacity You life always dreamed of, tiny fraction cost therapy. Bookmark site👉https://t.co/MS3Rq3zA5C . . . #depression #pandemic #coronavirus #selftherapy #panicattacks https://t.co/UAbJ5NGrlU",-0.5719,1,negative
1952,"Washington, DC",23/5/2020 1:46,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1953,,23/5/2020 1:46,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1954,"Chevy Chase, MD ",23/5/2020 1:46,"https://t.co/3JlwfThdxT “Telling athlete go outside &amp; exercise order feel better #COVID19 isolation isn’t really helpful struggling w/ mental illness"" Those words prospective Olympian struggled w/depression #mentalillness @cnnhealth https://t.co/n1QEUfLtf7",-0.5974,1,negative
1955,"Nashville, TN",23/5/2020 1:42,"Psalm 56:11 #fearnot 𝘛𝘩𝘢𝘯𝘬 𝘺𝘰𝘶, 𝘓𝘪𝘯𝘤𝘰𝘭𝘯 #fear #nofear #covid #covid19 #coronavirus #corona #anxiety #athome #stayhome #depression #joy #wordofGod #God #Jesus #tributequartet @DaywindRadio @DaywindRecords @ScottGodsey1 https://t.co/yUAG6GKG3x",-0.4019,1,negative
1956,,23/5/2020 1:39,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1957,"Naples, Fl.",23/5/2020 1:39,"5 PM ET SUNDAY FREE #TranscendentalMeditation Talk #parenting &amp; #COVID19 #BestSellingAuthor Dr. #WilliamStixrud discusses #coronavirus causing #stress &amp; #anxiety #children, #teens &amp; #parents. https://t.co/5cMwuRKjZh 929-205-6099 253-215-8792 CODE: 177174913# https://t.co/R4duFrWc1G",0.1363,3,positive
1958,"Newmarket, Ontario",23/5/2020 1:36,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1959,London and Bangalore,23/5/2020 1:30,"""“It’s really important reach … need ever.” https://t.co/WX6VWr3sov #mentalhealth #Covid_19 #anxiety #stress #mentalhealthawarenessmonth #mentalhealthawareness #mentalhealthmatters #socialdistance",-0.2567,1,negative
1960,Citizen of the World,23/5/2020 1:29,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1961,Floriduh,23/5/2020 1:28,"Me Jan 1, 2020 vs. now. #FridayFeeling #COVIDー19 #coronavirus #stress https://t.co/04Jdv71bTe",-0.4215,1,negative
1962,"Connecticut, USA",23/5/2020 1:27,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1963,"Minnesota, USA",23/5/2020 1:25,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1964,SandBetweenMyToes,23/5/2020 1:24,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1965,"Leicester, England",23/5/2020 1:22,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1966,"busan,south korea",23/5/2020 1:21,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1967,SEAPORT1A,23/5/2020 1:21,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1968,"Washington, DC",23/5/2020 1:21,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,1,negative
1969,"West St Paul, MN",23/5/2020 1:10,You know thing I understand events #cancelled due #Covid19 always depressing moment #pandemic happened I would ended sheltered life due #socialanxiety #depression would started learning live. 1/2,-0.8074,1,negative
1970,,23/5/2020 1:05,It’s #FeelGoodFriday I’d love know tips! How find calm? 😌🕊 Tweet us back tips! ✌️ #calm #stress #covid19 #aGoodCause #fundraising #philanthropy https://t.co/JUW7cYbfaH,0.8475,3,positive
1971,,23/5/2020 1:00,"Coronavirus significantly affect mental health everyone, especially #MentalIllness. The anxiety contracting disease, loneliness, isolation worsen even trigger symptoms. #PsychU coping strategies: https://t.co/q32Okcl5PK #COVID19 https://t.co/uW3vJiglsB",-0.8678,1,negative
1972,"Leicester, England",23/5/2020 0:58,#COVID-19 Is Making America's #Loneliness Epidemic Even Worse @Time https://t.co/cfpLehL4Hn #mentalhealth #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,-0.9201,1,negative
1973,Los Angeles,23/5/2020 0:58,#COVID-19 Is Making America's #Loneliness Epidemic Even Worse @Time https://t.co/cfpLehL4Hn #mentalhealth #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,-0.9201,1,negative
1974,"Santa Cruz, CA",23/5/2020 0:55,GOTG: A Well Strength #family #coronavirus #stress #resilience #safetyskills #BhivePower https://t.co/nXmmSCWVku https://t.co/RDv2509WiJ,0.3612,3,positive
1975,Hotdish,23/5/2020 0:50,Now Playing: The Sound Of Silence #MinnesotaStateFair #SweetMarthas #Depression #coronavirus @SweetMarthas https://t.co/fWhr41zzxP,-0.4404,1,negative
1976,,23/5/2020 0:41,To improve speaking: Write lot. It demands consider thoughts deeply transfer speech. -- Cicero -- #philosophy #covid19 #depression #Confidence #cicero #wisdom #argument #cicero #proof #charm #victory #argumenttheory #speaking #improv #speech,0.7269,3,positive
1977,"Philadelphia, PA",23/5/2020 0:31,🌸 🔥 laser focused Message support. You alone. #pandemic #covid19 #reopening #mentalhealth #empath #mindset #ritual #resiliency #intuition #energy #wellness #strength #mindfulness #depression… https://t.co/NhhycywOC8,0.8442,3,positive
1978,Southern California,23/5/2020 0:29,Prolonged stress (like Covid-19 pandemic) adverse consequences decision-making process prowess. https://t.co/I6Z5p7Jwod #stress #DecisionMaking #leadership #returningtowork https://t.co/Dzqaw855kM,-0.6808,1,negative
1979,,23/5/2020 0:08,Not wounds visible. . . . . . #medicaltourism #MentalHealthAwareness #mental #KindnessMatters #depression #covid19 #health #freeconsultation #medicaltourism #healthtourism #goodhealth #nosmoking #keephealthy… https://t.co/LclwYWJ7ZO,-0.5719,1,negative
1980,"Portland, OR",22/5/2020 23:59,"May #MentalHealthMonth. #Stress real threat #mentalhealth #COVID19 #pandemic. Here top 5 mental health benefits #pet, partners #petcare @HABRITweets. https://t.co/bOeDQkZKnd",-0.4215,1,negative
1981,"Beijing,china",22/5/2020 23:55,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,1,negative
1982,,22/5/2020 23:22,"According CDC, 1 9 women experience symptoms postpartum depression. Adding stress COVID-19 pandemic creates even challenges new mothers time. #postpartumdepression #postpartumanxiety #postpartum #motherhood #depression #mentalhealth https://t.co/NO1LBZAZ3G",-0.8316,1,negative
1983,under the stars in Northern VA,22/5/2020 23:13,"""Among many challenges pandemic posing, exposing borders medicine’s ability distill human suffering billable diagnostic code."" #coronavirus #COVIDー19 #anxiety #depression https://t.co/sD6xuyqcD1",-0.7906,1,negative
1984,"Leawood, KS",22/5/2020 23:11,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,1,negative
1985,,22/5/2020 23:10,Be Smart. Be SAFE. https://t.co/VKL1ZxZSKh CLICK: https://t.co/IN9IezZ3GH #StayAtHome #CoronavirusPandemic #COVIDー19 #coronavirus #paranormal #Metaphysical #spirituality #health #depression #books #amreading #mustread #greatreads #ebooks #Reading #book #bookboost #BYNR #pray https://t.co/5gpYagosbb,0.6037,3,positive
1986,,22/5/2020 23:10,Be SAFE. Be SMART. https://t.co/VKL1ZxZSKh TOUCH: https://t.co/IN9IezZ3GH #coronavirus #COVIDー19 #amreading #book #bookboost #books #depression #ebooks #greatreads #health #Metaphysical #spirituality #mustread #paranormal #pray #bookboost #Reading #BYNR #Prayer #COVID19 #read https://t.co/q8HeTRUXnP,0.6874,3,positive
1987,,22/5/2020 23:10,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,1,negative
1988,,22/5/2020 23:10,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,1,negative
1989,"New York, New York",22/5/2020 23:07,Widespread depression Covid: My thoughts The Atlantic #Covid_19 #Depression #PTSD https://t.co/loEElUzd1W,-0.8126,1,negative
1990,"Johns Hopkins SON, Baltimore",22/5/2020 23:00,"‘I Can’t Turn My Brain Off’: Health care workers already susceptible #PTSD, #depression, burnout #suicide. #COVID19 made worse, @JanHoffmanNYT https://t.co/8qBz5QHYdj via @nytimes @peakmd #MentalHealth @JHUNursing @jasonfarleyJHU @BMore_Healthy",-0.8442,1,negative
1991,13th Floor,22/5/2020 22:57,San Francisco area doctors say they’ve seen deaths suicide coronavirus lockdown #tyranny #coronavirus #lies #NWO #controlavirus #depression https://t.co/rkIfVNEpFX,-0.9001,1,negative
1992,"Los Angeles, CA",22/5/2020 22:26,#Suicide Prevention Aims To Get Ahead Of Pandemic's Added Pressures - https://t.co/82x9i2m5xd #COVID19 #coronavirus #mentalhealth #mentalillness #endthestigma #recovery #treatment #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,-0.9325,1,negative
1993,"Virginia Beach, Va",22/5/2020 22:07,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,1,negative
